Code,Name,Geographic Level,Old names,City Class,"Income
Classification","Urban / Rural
(based on 2015 Population)",2015 Population,,2020 Population
086005024,Lobo,Bgy,,,,R, 167 ,, 186
086005025,Manguehay,Bgy,,,,R, 188 ,, 135
086005026,Maulong,Bgy,,,,U," 5,699 ",," 5,954 "
086005027,Mercedes,Bgy,,,,U," 9,716 ",," 12,281 "
086005028,Mombon,Bgy,,,,R, 784 ,, 861
086005029,New Mahayag,Bgy,,,,R," 1,195 ",," 1,393 "
086005030,Old Mahayag,Bgy,,,,R," 1,388 ",," 1,434 "
086005031,Palanyogon,Bgy,,,,R, 294 ,, 320
086005032,Pangdan,Bgy,,,,R," 2,919 ",," 3,334 "
086005033,Payao,Bgy,,,,R," 1,796 ",," 2,093 "
086005034,Poblacion 1,Bgy,Barangay 1,,,R," 1,350 ",," 1,238 "
086005035,Poblacion 2,Bgy,Barangay 2,,,U, 581 ,, 799
086005036,Poblacion 3,Bgy,Barangay 3,,,U," 3,096 ",," 3,102 "
086005037,Poblacion 4,Bgy,Barangay 4,,,U," 1,216 ",," 1,038 "
086005038,Poblacion 5,Bgy,Barangay 5,,,U, 602 ,, 537
086005039,Poblacion 6,Bgy,Barangay 6,,,U," 1,769 ",," 1,344 "
086005040,Poblacion 7,Bgy,Barangay 7,,,U," 1,397 ",," 1,368 "
086005041,Poblacion 8,Bgy,Barangay 8,,,R," 1,162 ",," 1,169 "
086005042,Poblacion 9,Bgy,Barangay 9,,,R," 2,761 ",," 2,988 "
086005043,Poblacion 10,Bgy,Barangay 10,,,R," 2,061 ",," 1,838 "
086005044,Poblacion 11,Bgy,Barangay 11,,,U," 1,178 ",," 1,027 "
086005045,Poblacion 12,Bgy,Barangay 12,,,U, 740 ,, 620
086005046,Poblacion 13,Bgy,Barangay 13,,,R," 4,758 ",," 4,266 "
086005047,Mu�oz,Bgy,Poblacion 14,,,R," 2,736 ",," 1,712 "
086005048,Pupua,Bgy,,,,R," 1,518 ",," 1,594 "
086005049,Guindaponan,Bgy,,,,R," 3,325 ",," 3,597 "
086005050,Rama,Bgy,,,,R," 1,640 ",," 1,683 "
086005051,San Andres,Bgy,,,,U," 5,184 ",," 5,898 "
086005052,San Pablo,Bgy,,,,R," 1,531 ",," 1,209 "
086005053,San Roque,Bgy,,,,R," 1,413 ",," 1,454 "
086005054,San Vicente,Bgy,,,,R, 943 ,, 936
086005055,Silanga,Bgy,,,,R," 2,934 ",," 2,974 "
086005056,Totoringon,Bgy,,,,R, 209 ,, 186
086005057,Ibol,Bgy,,,,R, 507 ,, 541
086005059,Socorro,Bgy,,,,R," 1,584 ",," 1,773 "
086006000,Daram,Mun,,,3rd,," 42,879 ",," 41,608 "
086006001,Arawane,Bgy,,,,R, 317 ,, 294
086006002,Astorga,Bgy,,,,R," 2,000 ",," 1,849 "
086006003,Bachao,Bgy,,,,R," 1,525 ",," 1,342 "
086006004,Baclayan,Bgy,,,,R, 598 ,, 609
086006005,Bagacay,Bgy,,,,R," 2,074 ",," 2,114 "
086006006,Bayog,Bgy,,,,R, 195 ,, 209
086006007,Birawan,Bgy,,,,R, 976 ,, 975
086006008,Betaug,Bgy,,,,R, 472 ,, 426
086006009,Bono-anon,Bgy,,,,R, 331 ,, 328
086006010,Buenavista,Bgy,,,,R, 673 ,, 670
086006011,Burgos,Bgy,,,,R, 630 ,, 580
086006012,Cabac,Bgy,,,,R, 673 ,, 643
086006013,Cabil-isan,Bgy,,,,R, 354 ,, 367
086006014,Cabiton-an,Bgy,,,,R," 1,122 ",," 1,105 "
086006015,Cabugao,Bgy,,,,R, 501 ,, 480
086006016,Calawan-an,Bgy,,,,R," 1,201 ",, 898
086006017,Cambuhay,Bgy,,,,R, 447 ,, 454
086006018,Candugue,Bgy,,,,R, 958 ,," 1,008 "
086006019,Canloloy,Bgy,,,,R, 213 ,, 202
086006020,Campelipa,Bgy,,,,R, 737 ,, 722
086006021,Cansaganay,Bgy,,,,R, 440 ,, 379
086006022,Poblacion 3,Bgy,Canti-il,,,R, 816 ,, 836
086006023,Casab-ahan,Bgy,,,,R," 1,121 ",," 1,291 "
086006024,Guindapunan,Bgy,,,,R, 463 ,, 379
086006025,Guintampilan,Bgy,,,,R, 513 ,, 540
086006026,Iquiran,Bgy,,,,R, 436 ,, 456
086006027,Jacopon,Bgy,,,,R, 619 ,, 614
086006028,Losa,Bgy,,,,R, 950 ,, 900
086006029,Mabini,Bgy,,,,R, 640 ,, 674
086006030,Macalpe,Bgy,,,,R, 460 ,, 399
086006031,Mandoyucan,Bgy,,,,R, 392 ,, 428
086006032,Mongolbongol,Bgy,,,,R, 748 ,, 611
086006033,Marupangdan,Bgy,,,,R, 662 ,, 573
086006034,Mayabay,Bgy,,,,R," 1,236 ",," 1,352 "
086006035,Nipa,Bgy,,,,R, 754 ,, 707
086006037,Parasan,Bgy,,,,R, 563 ,, 557
086006038,Poblacion 1,Bgy,Hilaba,,,R," 1,234 ",," 1,132 "
086006039,Poblacion 2,Bgy,Malingon,,,R," 1,594 ",," 1,692 "
086006040,Pondang,Bgy,,,,R, 898 ,, 855
086006041,Poso,Bgy,,,,R, 634 ,, 561
086006042,Real,Bgy,,,,R, 409 ,, 416
086006043,Rizal,Bgy,,,,R," 1,104 ",," 1,093 "
086006044,San Antonio,Bgy,,,,R, 434 ,, 446
086006045,San Jose,Bgy,,,,R, 715 ,, 705
086006046,San Miguel,Bgy,,,,R, 441 ,, 500
086006047,San Roque,Bgy,,,,R," 1,068 ",," 1,009 "
086006048,Saugan,Bgy,,,,R," 1,050 ",," 1,056 "
086006049,So-ong,Bgy,,,,R, 517 ,, 482
086006050,Sua,Bgy,,,,R," 1,252 ",," 1,116 "
086006051,Talisay,Bgy,,,,R, 244 ,, 277
086006052,Tugas,Bgy,,,,R, 878 ,, 758
086006053,Ubo,Bgy,,,,R, 721 ,, 769
086006054,Valles-Bello,Bgy,,,,R, 724 ,, 713
086006055,Cagboboto,Bgy,,,,R, 558 ,, 538
086006056,Lucob-lucob,Bgy,,,,R, 308 ,, 280
086006057,San Vicente,Bgy,,,,R, 645 ,, 573
086006058,Sugod,Bgy,,,,R, 190 ,, 207
086006059,Yangta,Bgy,,,,R, 451 ,, 459
086007000,Gandara,Mun,,,2nd,," 34,434 ",," 35,242 "
086007002,Balocawe,Bgy,,,,R, 334 ,, 358
086007006,Beslig,Bgy,,,,R, 239 ,, 159
086007008,Burabod I (Pob.),Bgy,,,,R, 144 ,, 184
086007009,Burabod II (Pob.),Bgy,,,,R," 1,035 ",," 1,072 "
086007010,Buao,Bgy,,,,R, 354 ,, 403
086007014,Bunyagan,Bgy,,,,R, 408 ,, 392
086007018,Calirocan,Bgy,,,,R, 410 ,, 501
086007020,Canhumawid,Bgy,,,,R, 230 ,, 352
086007023,Caparangasan,Bgy,,,,R, 454 ,, 447
086007024,Caranas,Bgy,,,,R, 243 ,, 252
086007025,Carmona,Bgy,,,,R, 258 ,, 300
086007026,Casab-ahan,Bgy,,,,R," 1,132 ",, 962
086007027,Casandig,Bgy,,,,R, 613 ,, 634
086007028,Caugbusan,Bgy,,,,R, 341 ,, 291
086007029,Concepcion,Bgy,,,,R," 1,280 ",," 1,266 "
086007031,Dumalo-ong (Pob.),Bgy,,,,R, 692 ,, 510
086007032,Elcano,Bgy,,,,R, 439 ,, 366
086007034,Gerali,Bgy,,,,R, 413 ,, 417
086007035,Giaboc,Bgy,,,,R, 249 ,, 208
086007039,Hampton,Bgy,,,,R, 567 ,, 566
086007041,Hinayagan,Bgy,,,,R, 514 ,, 371
086007042,Hinugacan,Bgy,,,,R, 304 ,, 340
086007044,Jasminez,Bgy,,,,R, 359 ,, 389
086007048,Lungib,Bgy,,,,R, 362 ,, 342
086007049,Mabuhay,Bgy,,,,R, 234 ,, 255
086007050,Macugo,Bgy,,,,R, 381 ,, 392
086007052,Minda (Pob.),Bgy,,,,R," 1,485 ",," 1,511 "
086007054,Nacube,Bgy,,,,R, 687 ,, 805
086007055,Nalihugan,Bgy,,,,R, 293 ,, 321
086007056,Napalisan,Bgy,,,,R, 748 ,, 835
086007057,Natimonan,Bgy,,,,R, 723 ,, 692
086007058,Ngoso,Bgy,,,,R, 421 ,, 388
086007059,Palambrag,Bgy,,,,R, 358 ,, 253
086007060,Palanas,Bgy,,,,R, 479 ,, 507
086007061,Pi�aplata,Bgy,,,,R, 503 ,, 650
086007062,Pizarro,Bgy,,,,R, 454 ,, 443
086007063,Pologon,Bgy,,,,R, 237 ,, 266
086007064,Purog,Bgy,,,,R, 462 ,, 459
086007067,Rawis,Bgy,,,,R, 627 ,, 631
086007068,Rizal,Bgy,,,,R, 185 ,, 160
086007070,Samoyao,Bgy,,,,R, 651 ,, 673
086007071,San Agustin,Bgy,,,,R," 1,185 ",," 1,296 "
086007072,San Antonio,Bgy,,,,R, 755 ,, 573
086007073,San Enrique,Bgy,,,,R, 127 ,, 120
086007074,San Francisco,Bgy,,,,R, 448 ,, 352
086007076,San Isidro,Bgy,Dao,,,R, 400 ,, 420
086007078,San Jose,Bgy,,,,R, 990 ,," 1,065 "
086007079,San Miguel,Bgy,,,,R, 359 ,, 384
086007080,San Pelayo,Bgy,,,,R, 548 ,, 543
086007081,San Ramon,Bgy,,,,R, 171 ,, 176
086007082,Santa Elena,Bgy,,,,R, 304 ,, 352
086007083,Santo Ni�o,Bgy,,,,R, 643 ,, 633
086007085,Senibaran,Bgy,Villa Leona,,,R, 82 ,, 88
086007087,Tagnao,Bgy,,,,R," 1,040 ",," 1,061 "
086007088,Tambongan,Bgy,,,,R, 888 ,, 966
086007090,Tawiran,Bgy,,,,R, 214 ,, 238
086007091,Tigbawon,Bgy,,,,R, 228 ,, 247
086007092,Marcos,Bgy,,,,R, 139 ,, 143
086007093,Bangahon,Bgy,,,,R, 241 ,, 268
086007094,Adela Heights (Pob.),Bgy,,,,R," 1,303 ",," 1,467 "
086007095,Arong,Bgy,,,,R, 206 ,, 327
086007096,Catorse De Agosto,Bgy,,,,R," 1,687 ",," 1,874 "
086007097,Diaz,Bgy,,,,R, 631 ,, 655
086007098,Gereganan,Bgy,,,,R, 233 ,, 240
086007099,Hetebac,Bgy,,,,R, 253 ,, 264
086007100,Himamaloto,Bgy,,,,R, 175 ,, 124
086007101,Hiparayan,Bgy,Kinonongan,,,R, 426 ,, 609
086007102,Malayog,Bgy,,,,R, 147 ,, 134
086007103,Sidmon,Bgy,,,,R, 309 ,, 300
086008000,Hinabangan,Mun,,,4th*,," 13,673 ",," 13,693 "
086008001,Bagacay,Bgy,,,,R," 1,494 ",," 1,356 "
086008002,Binobucalan,Bgy,,,,R, 331 ,, 416
086008003,Bucalan,Bgy,,,,R, 297 ,, 279
086008004,Cabalagnan,Bgy,,,,R, 330 ,, 397
086008005,Canano,Bgy,,,,R, 221 ,, 282
086008006,Consolabao,Bgy,,,,R," 1,149 ",," 1,052 "
086008007,Concord,Bgy,,,,R, 719 ,, 780
086008008,Dalosdoson,Bgy,,,,R, 303 ,, 328
086008009,Lim-ao,Bgy,,,,R, 332 ,, 302
086008010,Osme�a,Bgy,,,,R, 481 ,, 486
086008012,Poblacion 1,Bgy,Barangay 1,,,R, 256 ,, 248
086008013,Poblacion 2,Bgy,Barangay 2,,,R, 493 ,, 502
086008014,Rawis,Bgy,,,,R," 2,140 ",," 2,074 "
086008015,San Rafael,Bgy,,,,R, 680 ,, 576
086008016,Tabay,Bgy,,,,R, 367 ,, 356
086008017,Yabon,Bgy,,,,R, 377 ,, 427
086008018,Cabang,Bgy,,,,R, 343 ,, 344
086008019,Malihao,Bgy,,,,R," 1,250 ",," 1,420 "
086008020,San Jose,Bgy,,,,R, 816 ,, 789
086008021,Fatima,Bgy,,,,R, 255 ,, 224
086008022,Mugdo,Bgy,,,,R," 1,039 ",," 1,055 "
086009000,Jiabong,Mun,,,5th,," 18,342 ",," 19,205 "
086009001,Bawang,Bgy,,,,R, 200 ,, 194
086009002,Bugho,Bgy,,,,R, 365 ,, 277
086009004,Camarobo-an,Bgy,,,,R," 1,256 ",," 1,382 "
086009005,Candayao,Bgy,,,,R, 271 ,, 282
086009006,Cantongtong,Bgy,,,,R, 512 ,, 608
086009007,Casapa,Bgy,,,,R, 434 ,, 381
086009008,Catalina,Bgy,,,,R, 647 ,, 649
086009009,Cristina,Bgy,,,,R, 198 ,, 215
086009011,Dogongan,Bgy,,,,R, 459 ,, 490
086009012,Garcia,Bgy,,,,R, 404 ,, 465
086009013,Hinaga,Bgy,,,,R, 251 ,, 285
086009014,Jia-an,Bgy,,,,R," 1,894 ",," 1,911 "
086009015,Jidanao,Bgy,,,,R, 211 ,, 268
086009016,Lulugayan,Bgy,,,,R, 497 ,, 508
086009017,Macabetas,Bgy,,,,R, 390 ,, 550
086009018,Malino,Bgy,,,,R, 742 ,, 856
086009019,Malobago,Bgy,Villalinda,,,R, 790 ,, 822
086009020,Mercedes,Bgy,,,,R, 236 ,, 331
086009021,Nagbac,Bgy,,,,R, 371 ,, 303
086009022,Parina,Bgy,,,,R, 657 ,, 490
086009024,Barangay No. 1 (Pob.),Bgy,,,,R, 775 ,, 820
086009025,Barangay No. 2 (Pob.),Bgy,,,,R, 191 ,, 218
086009026,Barangay No. 3 (Pob.),Bgy,,,,R, 234 ,, 229
086009027,Barangay No. 4 (Pob.),Bgy,,,,R, 178 ,, 190
086009028,Barangay No. 5 (Pob.),Bgy,,,,R, 612 ,, 668
086009029,Barangay No. 6 (Pob.),Bgy,,,,R, 254 ,, 192
086009030,Barangay No. 7 (Pob.),Bgy,,,,R, 570 ,, 589
086009031,Barangay No. 8 (Pob.),Bgy,,,,R," 2,193 ",," 2,344 "
086009032,Salvacion,Bgy,,,,R, 249 ,, 252
086009033,San Andres,Bgy,,,,R, 195 ,, 213
086009034,San Fernando,Bgy,,,,R, 881 ,, 831
086009035,San Miguel,Bgy,,,,R, 142 ,, 163
086009036,Tagbayaon,Bgy,,,,R, 602 ,, 751
086009037,Victory,Bgy,,,,R, 481 ,, 478
086010000,Marabut,Mun,,,5th,," 16,962 ",," 17,842 "
086010001,Amambucale,Bgy,,,,R, 496 ,, 574
086010002,Caluwayan,Bgy,,,,R, 851 ,, 910
086010003,Canyoyo,Bgy,,,,R, 558 ,, 604
086010004,Ferreras,Bgy,,,,R, 564 ,, 526
086010005,Legaspi,Bgy,,,,R, 977 ,," 1,104 "
086010006,Logero,Bgy,,,,R, 505 ,, 519
086010007,Osme�a,Bgy,,,,R," 1,461 ",," 1,332 "
086010008,Pinalanga,Bgy,,,,R, 866 ,, 953
086010009,Pinamitinan (Pob.),Bgy,,,,R, 446 ,, 525
086010010,Catato Pob.,Bgy,Dist. I,,,R, 289 ,, 307
086010011,San Roque,Bgy,,,,R," 1,009 ",," 1,062 "
086010012,Santo Ni�o Pob.,Bgy,Dist. II,,,R, 331 ,, 280
086010013,Tagalag,Bgy,,,,R, 840 ,, 961
086010014,Tinabanan,Bgy,,,,R," 1,842 ",," 2,008 "
086010015,Amantillo,Bgy,,,,R, 588 ,, 618
086010016,Binukyahan,Bgy,,,,R, 525 ,, 504
086010017,Lipata,Bgy,,,,R, 737 ,, 795
086010018,Mabuhay,Bgy,,,,R," 1,113 ",," 1,386 "
086010019,Malobago,Bgy,,,,R, 482 ,, 520
086010020,Odoc,Bgy,,,,R, 270 ,, 295
086010021,Panan-awan,Bgy,,,,R, 341 ,, 380
086010022,Ro�o,Bgy,,,,R, 534 ,, 518
086010023,Santa Rita,Bgy,,,,R, 563 ,, 547
086010024,Veloso,Bgy,,,,R, 774 ,, 614
086011000,Matuguinao,Mun,,,5th,," 7,288 ",," 7,364 "
086011001,Angyap,Bgy,,,,R, 197 ,, 199
086011004,Barruz,Bgy,Barangay No. 1,,,R, 625 ,, 690
086011005,Camonoan,Bgy,,,,R, 170 ,, 140
086011006,Carolina,Bgy,,,,R, 191 ,, 151
086011007,Deit,Bgy,,,,R, 290 ,, 260
086011008,Del Rosario,Bgy,,,,R, 203 ,, 153
086011009,Libertad,Bgy,,,,R, 211 ,, 215
086011010,Ligaya,Bgy,,,,R, 172 ,, 86
086011011,Mabuligon Pob.,Bgy,Barangay No. 2,,,R," 1,292 ",," 1,409 "
086011012,Maduroto Pob.,Bgy,Barangay No. 3,,,R," 1,361 ",," 1,716 "
086011013,Mahanud,Bgy,,,,R, 279 ,, 254
086011014,Mahayag,Bgy,,,,R, 219 ,, 158
086011016,Nagpapacao,Bgy,,,,R, 371 ,, 398
086011017,Rizal,Bgy,,,,R, 307 ,, 183
086011018,Salvacion,Bgy,,,,R, 189 ,, 188
086011019,San Isidro,Bgy,,,,R, 277 ,, 254
086011020,Santa Cruz,Bgy,,,,R, 168 ,, 184
086011021,Bag-otan,Bgy,,,,R, 198 ,, 273
086011022,Inubod,Bgy,,,,R, 275 ,, 256
086011023,San Roque,Bgy,Mabuhay,,,R, 293 ,, 197
086012000,Motiong,Mun,,,4th,," 15,156 ",," 15,276 "
086012001,Poblacion I,Bgy,,,,R," 1,298 ",," 1,315 "
086012002,Poblacion I-A,Bgy,,,,R," 2,043 ",," 1,973 "
086012003,Angyap,Bgy,,,,R, 323 ,, 318
086012004,Barayong,Bgy,,,,R, 190 ,, 171
086012005,Bayog,Bgy,,,,R, 916 ,," 1,064 "
086012006,Beri,Bgy,,,,R, 135 ,, 86
086012007,Bonga,Bgy,,,,R, 749 ,, 897
086012008,Calantawan,Bgy,,,,R, 292 ,, 287
086012009,Calapi,Bgy,,,,R," 2,745 ",," 2,647 "
086012010,Caluyahan,Bgy,,,,R, 430 ,, 323
086012011,Canvais,Bgy,,,,R, 291 ,, 299
086012012,Canatuan,Bgy,,,,R, 250 ,, 251
086012013,Candomacol,Bgy,,,,R, 399 ,, 387
086012015,Capaysagan,Bgy,,,,R, 140 ,, 101
086012016,Caranas,Bgy,,,,R, 748 ,, 805
086012017,Caulayanan,Bgy,,,,R, 205 ,, 210
086012018,Hinica-an,Bgy,,,,R, 225 ,, 231
086012019,Inalad,Bgy,,,,R, 635 ,, 716
086012020,Linonoban,Bgy,,,,R, 146 ,, 154
086012021,Malobago,Bgy,,,,R, 284 ,, 260
086012022,Malonoy,Bgy,,,,R, 192 ,, 156
086012023,Mararangsi,Bgy,,,,R, 198 ,, 238
086012024,Maypange,Bgy,,,,R, 343 ,, 390
086012025,New Minarog,Bgy,,,,R, 377 ,, 420
086012026,Oyandic,Bgy,,,,R, 677 ,, 737
086012027,Pamamasan,Bgy,,,,R, 160 ,, 198
086012028,San Andres,Bgy,,,,R, 153 ,, 113
086012029,Santo Ni�o,Bgy,,,,R, 158 ,, 89
086012030,Sarao,Bgy,,,,R, 152 ,, 142
086012031,Pusongan,Bgy,,,,R, 302 ,, 298
086013000,Pinabacdao,Mun,,,4th,," 18,252 ",," 18,136 "
086013001,Bangon,Bgy,,,,R," 1,425 ",," 1,475 "
086013002,Barangay I (Pob.),Bgy,,,,R, 641 ,, 671
086013003,Barangay II (Pob.),Bgy,,,,R, 895 ,, 747
086013004,Botoc,Bgy,,,,R, 750 ,, 705
086013005,Bugho,Bgy,,,,R, 254 ,, 270
086013006,Calampong,Bgy,,,,R, 572 ,, 548
086013007,Canlobo,Bgy,,,,R, 392 ,, 382
086013008,Catigawan,Bgy,,,,R, 135 ,, 125
086013010,Dolores,Bgy,,,,R, 742 ,, 687
086013011,Lale,Bgy,,,,R, 945 ,, 929
086013012,Lawaan,Bgy,,,,R, 327 ,, 309
086013013,Laygayon,Bgy,,,,R, 994 ,, 869
086013014,Layo,Bgy,,,,R, 260 ,, 248
086013015,Loctob,Bgy,,,,R, 262 ,, 276
086013016,Madalunot,Bgy,,,,R, 914 ,, 794
086013017,Magdawat,Bgy,,,,R, 459 ,, 490
086013018,Mambog,Bgy,,,,R," 1,412 ",," 1,438 "
086013019,Manaing,Bgy,,,,R, 312 ,, 307
086013020,Obayan,Bgy,,,,R," 1,234 ",," 1,159 "
086013021,Pahug,Bgy,,,,R, 921 ,, 940
086013022,Parasanon,Bgy,,,,R," 1,902 ",," 2,098 "
086013023,Pelaon,Bgy,,,,R, 829 ,," 1,001 "
086013025,San Isidro,Bgy,,,,R, 352 ,, 388
086013026,Nabong,Bgy,,,,R," 1,323 ",," 1,280 "
086014000,San Jose De Buan,Mun,,,4th,," 7,769 ",," 7,767 "
086014001,Aguingayan,Bgy,,,,R, 368 ,, 385
086014002,Babaclayon,Bgy,,,,R, 423 ,, 440
086014004,Can-aponte,Bgy,,,,R, 611 ,, 532
086014005,Cataydongan,Bgy,,,,R, 364 ,, 319
086014006,Gusa,Bgy,,,,R, 347 ,, 388
086014007,Hagbay,Bgy,,,,R, 196 ,, 174
086014008,Hiduroma,Bgy,,,,R, 312 ,, 276
086014009,Hilumot,Bgy,,,,R, 286 ,, 339
086014010,Barangay 1 (Pob.),Bgy,,,,R," 1,511 ",," 1,904 "
086014011,Barangay 2 (Pob.),Bgy,,,,R, 393 ,, 294
086014012,Barangay 3 (Pob.),Bgy,,,,R, 403 ,, 368
086014013,Barangay 4 (Pob.),Bgy,,,,R," 1,356 ",," 1,075 "
086014014,San Nicolas,Bgy,,,,R, 838 ,, 830
086014015,Hibaca-an,Bgy,,,,R, 361 ,, 443
086015000,San Sebastian,Mun,,,6th,," 8,057 ",," 8,704 "
086015001,Poblacion Barangay 1,Bgy,,,,R, 686 ,, 729
086015002,Poblacion Barangay 2,Bgy,,,,R, 493 ,, 396
086015003,Poblacion Barangay 3,Bgy,,,,R, 450 ,, 591
086015004,Poblacion Barangay 4,Bgy,,,,R, 726 ,, 742
086015005,Balogo,Bgy,,,,R, 590 ,, 601
086015006,Bontod,Bgy,,,,R, 510 ,, 614
086015007,Camanhagay,Bgy,,,,R, 685 ,, 794
086015008,Campiyak,Bgy,,,,R, 703 ,, 738
086015010,Dolores,Bgy,,,,R, 661 ,, 768
086015011,Hita-asan I,Bgy,,,,R, 473 ,, 458
086015012,Inobongan,Bgy,,,,R, 551 ,, 630
086015013,Cabaywa,Bgy,,,,R, 216 ,, 205
086015014,Canduyucan,Bgy,,,,R, 911 ,," 1,022 "
086015015,Hita-asan II,Bgy,,,,R, 402 ,, 416
086016000,Santa Margarita,Mun,,,4th,," 26,348 ",," 26,816 "
086016001,Agrupacion,Bgy,,,,R, 168 ,, 173
086016002,Arapison,Bgy,,,,R, 190 ,, 220
086016003,Avelino,Bgy,,,,R, 214 ,, 251
086016004,Bahay,Bgy,,,,R, 190 ,, 125
086016005,Balud,Bgy,,,,R," 1,981 ",," 2,109 "
086016006,Bana-ao,Bgy,,,,R, 274 ,, 247
086016008,Burabod,Bgy,,,,R," 1,854 ",," 1,860 "
086016009,Cautod (Pob.),Bgy,,,,R," 3,355 ",," 3,640 "
086016010,Camperito,Bgy,,,,R, 230 ,, 241
086016011,Campeig,Bgy,,,,R, 107 ,, 83
086016012,Can-ipulan,Bgy,,,,R, 274 ,, 291
086016013,Canmoros,Bgy,,,,R, 206 ,, 214
086016014,Cinco,Bgy,,,,R, 527 ,, 530
086016015,Curry,Bgy,,,,R, 444 ,, 450
